RecordID,RID,Squib,ReactionOrder,Pre-Exp Factor Coeff,Pre-Exp Factor Power,Activation Energy,Reactant 1,Reactant 2,Reactant 3,Product 1,Product 2,Product 3,Temperature,Reaction Order
422,295,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5C9A98803CEB9902A8551352EA361BC5?id=1986ALA/TAY1581:7,1,3.01,12,-45231,Carbonothioic acid O-ethyl S-(4-nitrophenyl) ester,,,Other Products,C2H4,,671,1
423,296,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F777B95D7411AE531DADE43D0EBE9FF?id=1986ALA/TAY1581:6,1,2.32,12,-45231,Carbonothioic acid S-(3-chlorophenyl) O-ethyl ester,,,Other Products,C2H4,,671,1
424,297,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E9C92F1699B0834477BC2B9BE0F4161A?id=1986ALA/TAY1581:5,1,3.1,12,-45730,Carbonothioic acid S-(4-chlorophenyl) O-ethyl ester,,,Other Products,C2H4,,671,1
425,298,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FF69B560B3224D54BE60A787084F098B?id=1986ALA/TAY1581:4,1,2.49,12,-45896,Carbonothioic acid O-ethyl S-(2-meyhoxyphenyl) ester,,,Other Products,C2H4,,671,1
426,299,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A0E488CE7E8E73A6770514359587D0E3?id=2001MER/RAY4712-4717:11,1,5.3,13,-48900,HOCH2C(&middot)O,,,CO,(.)CH2OH,,"298
 
K",1
427,300,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7136A633F8773D52C1B76A40C3904913?id=2001MER/RAY4712-4717:31,1,3,4,,HOCH2C(&middot)O,,,CO,CH3O(.),,"298
 
K",1
428,301,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6A86C030361351A8E4C4026587FE7449?id=1987DAV/BAR644:11,1,1.58,16,-309298,(CH3)3SiCH2C(CH3)3,,,Neopentyl,(CH3)3Si(.),,873,1
429,302,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CBAA941435A32345E37DB421EEEF184D?id=1963JAC/PRI1560-1567:2,1,8.71,7,-147998,(CH3)2Ga,,,(.)CH3,CH3Ga,,686,1
430,302,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CBAA941435A32345E37DB421EEEF184D?id=2003CAR/MOO3708-3718:29,1,1.6,20,-306962,(CH3)2Ga,,,(.)CH3,CH3Ga,,829,1
431,303,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8A98E2CE7F67366FEA1CA7F251B2B09?id=1989WEI/GRA227-244C:2,1,6,4,,(Z)-Cr(CO)4(C2H4)2,,,C2H4,Cr(CO)4(C2H4),,"298
 
K",1
432,303,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8A98E2CE7F67366FEA1CA7F251B2B09?id=1988WEI/GRA1458:2,1,6,4,,(Z)-Cr(CO)4(C2H4)2,,,C2H4,Cr(CO)4(C2H4),,"298
 
K",1
433,303,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E8A98E2CE7F67366FEA1CA7F251B2B09?id=1987WEI/GRA1252:2,1,6,4,,(Z)-Cr(CO)4(C2H4)2,,,C2H4,Cr(CO)4(C2H4),,"295
 
K",1
434,304,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A337D5D2828A2426C98D711A5134DD1C?id=1986VAN/BOO537:12,1,1.05,15,-247771,"bicyclo[2.2.2]oct-2-ene,5-(1-methylethyl)-,(1α,4α,5α)-",,,(CH3)2CHCH=CH2,"1,3-Cyclohexadiene",,591,1
435,305,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F217EE263F5B0A709032B48B9517CD7?id=1986VAN/BOO537:11,1,6.76,14,-246940,"bicyclo[2.2.2]oct-2-ene,5-(1-methylethyl)-,(1α,4α,5α)-",,,C2H4,"1,3-Cyclohexadiene, 5-(1-methylethyl)-",,591,1
436,306,http://kinetics.nist.gov/kinetics/Detail;jsessionid=98EE3FF3126D752DE88A71C68771717F?id=1986VAN/BOO537:10,1,1.29,15,-246940,"bicyclo[2.2.2]oct-2-ene, 5-ethyl-,(1α,4α,5α)-",,,1-C4H8,"1,3-Cyclohexadiene",,591,1
437,307,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5756791ABB17619B92E469A0C82D76BA?id=1986VAN/BOO537:9,1,2.88,15,-250266,"bicyclo[2.2.2]oct-2-ene, 5-ethyl-,(1α,4α,5α)-",,,C2H4,"1,3-Cyclohexadiene. 5-ethyl-",,591,1
438,308,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FF34DA1E04F20FBE3360B9DDC08E256?id=1986VAN/BOO537:8,1,1.66,15,-244445,"bicyclo[2.2.2]oct-2-ene, 5-ethyl-,(1α,4α,5β)-",,,1-C4H8,"1,3-Cyclohexadiene",,567,1
439,309,http://kinetics.nist.gov/kinetics/Detail;jsessionid=23CCD1DC8226FE5D2590D53DD62F53F8?id=1986VAN/BOO537:7,1,8.71,14,-241120,"bicyclo[2.2.2]oct-2-ene, 5-ethyl-,(1α,4α,5β)-",,,C2H4,"1,3-Cyclohexadiene. 5-ethyl-",,567,1
440,310,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D8F362379089AFE9DC9AB3F89D0E0DD5?id=1975WEA/SHO109:5,2,1.8,-1,,CD3O2(.),CD3O2(.),,O2,CD3O-OCD3,,"298
 
K",2
441,311,http://kinetics.nist.gov/kinetics/Detail;jsessionid=794517217D9498CA96650ECDBFFAB949?id=1986VAN/BOO537:6,1,1.1,15,-240288,"Bicyclo[2.2.2]oct-2-ene, 5-(1-methylethyl)-,(1α,4α,5β)-",,,(CH3)2CHCH=CH2,"1,3-Cyclohexadiene",,567,1
442,312,http://kinetics.nist.gov/kinetics/Detail;jsessionid=95C03374B8623512F1D55B75B58A17FF?id=1986VAN/BOO537:5,1,1.35,15,-241951,"Bicyclo[2.2.2]oct-2-ene, 5-(1-methylethyl)-,(1α,4α,5β)-",,,C2H4,"1,3-Cyclohexadiene, 5-(1-methylethyl)-",,567,1
443,313,http://kinetics.nist.gov/kinetics/Detail;jsessionid=175A48513CECD8EE37796047340240B0?id=1987DAV/HUG639:5,1,5.01,11,-175435,CH3O(n-C3H7)(CH3)SiSi(CH3)3,,,(CH3)3SiOCH3,(n-C3H7)(CH3)Si,,667,1
444,314,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5CA41FAB9198ADC172CE114891C80D97?id=1987WEI/GRA1051:2,1,3.6,3,,(Z)-Fe(CO)2(C2H4)3,,,Other Products,C2H4,,"295
 
K",1
445,315,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C76AE8A1AC601FC32EF28F3CA1830D53?id=1987WEI/GRA1051:1,1,1.2,3,,(E)-Fe(CO)2(C2H4)3,,,Other Products,C2H4,,"295
 
K",1
446,316,http://kinetics.nist.gov/kinetics/Detail;jsessionid=31E34DA855A547E41A4D8D6DC23AD418?id=1991MAR/ASC579-585:2,1,2.75,14,-196222,"Disulfide 1,1-dimethylethyl 4-chlorophenyl",,,Isobutene,"Benzenesulfenothioic acid, p-chloro-",,663,1
447,317,http://kinetics.nist.gov/kinetics/Detail;jsessionid=298E6AB5AEE510742A7C221D1AE91FF5?id=1986MAR/MAR355:4,1,3.47,10,-143840,CH2=CHCH2SCH2C(CH3)3,,,CH3CH=CH2,(CH3)3CCHS,,613,1
449,319,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4A7850FA12668C04AA68B5A1422A00CA?id=1986MAR/MAR355:2,1,1.58,10,-128874,CH2=CHCH2SCH2CN,,,CH3CH=CH2,N≡CCHS,,613,1
450,320,http://kinetics.nist.gov/kinetics/Detail;jsessionid=813CD4298E10E8AF1108C0A74F9FE5C4?id=1987DOL/KOR219:14,1,2,12,-163795,(E)-CF3CF=CFCF=CF2,,,"Cyclobutene, 1,2,3,3,4-pentafluoro-4-(trifluoromethyl)-",,,492,1
451,321,http://kinetics.nist.gov/kinetics/Detail;jsessionid=737173B7F7A5C2F2053EE16EAE83A9FC?id=1987DOL/KOR219:13,1,5.01,14,-207862,"Cyclobutene, 1,2,3,3,4-pentafluoro-4-(trifluoromethyl)-",,,(E)-CF3CF=CFCF=CF2,,,492,1
452,322,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8EA416FC5A9FC534297A7FAD8CFF5692?id=1987DOL/KOR219:12,1,3.98,12,-153818,"Cyclobutene, 1,2,3,3,4-pentafluoro-4-(trifluoromethyl)-",,,(Z)-CF3CF=CFCF=CF2,,,404,1
453,323,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F96AD9506104C81D3F07113E5E2D0CC2?id=1987DOL/KOR219:11,1,1.58,11,-118897,(Z)-CF3CF=CFCF=CF2,,,"Cyclobutene, 1,2,3,3,4-pentafluoro-4-(trifluoromethyl)-",,,404,1
454,324,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7BF78A5264831CA53570219B5024A93A?id=1987DOL/KOR219:10,1,7.94,11,-175435,"(E,E)-(C2F5CF=CF)2",,,"Cyclobutene, 1,2,3,4-tetrafluoro-3,4-bis(pentafluoromethyl)-, trans-",,,565,1
455,325,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75988C033CD2618C7291B798B6FA51D1?id=1987DOL/KOR219:9,1,3.98,13,-187076,"Cyclobutene, 1,2,3,4-tetrafluoro-3,4-bis(pentafluoromethyl)-, trans-",,,"(E,E)-(C2F5CF=CF)2",,,565,1
456,326,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6FE2FA3A2E27359D471F8D393617C94C?id=1987DOL/KOR219:8,1,7.94,11,-113077,"Cyclobutene, 1,2,3,4-tetrafluoro-3,4-bis(pentafluoromethyl)-, trans-",,,"(Z,Z)-(C2F5CF=CF)2",,,342,1
457,327,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3BFAE7A9F1AABF79DD21EB36372CDBD1?id=1987DOL/KOR219:7,1,1.26,10,-98111,"(Z,Z)-(C2F5CF=CF)2",,,"Cyclobutene, 1,2,3,4-tetrafluoro-3,4-bis(pentafluoromethyl)-, trans-",,,342,1
458,328,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22B2E66BEF9A6D0CCB0EA3228D4B659B?id=2011ZHU/LIN328-339:22,2,5.12,-6,-53944,Cl(ClO2),,,ClO,ClO,,180,2
459,328,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22B2E66BEF9A6D0CCB0EA3228D4B659B?id=2003ZHU/LIN4094-4106:10,2,5.12,-6,-53944,Cl(ClO2),,,ClO,ClO,,180,2
460,328,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22B2E66BEF9A6D0CCB0EA3228D4B659B?id=2011ZHU/LIN328-339:24,1,5.55,16,-53828,Cl(ClO2),,,ClO,ClO,,180,1
461,328,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22B2E66BEF9A6D0CCB0EA3228D4B659B?id=2003ZHU/LIN4094-4106:9,1,5.55,16,-53828,Cl(ClO2),,,ClO,ClO,,180,1
462,329,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6B27EBD4C7A7940243AF7973887E6E2E?id=2007BRU/JOD194-200:8,1,9.15,15,-317280,CBr3OBr,,,CBr3,BrO,,200,1
463,330,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9F26CF3C86FF53397E39FB8307C2006B?id=2007BRU/JOD194-200:16,1,3.21,15,-169948,CBr3OBr,,,CBr3O(&middot),Br(.),,200,1
464,331,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9397151E6F4F96F7EA718CD3AE68F35B?id=1962TAY/SMI4817-4824:23,1,6.98,12,-184581,"Benzyl alcohol, p-iodo-α-methyl-, acetate",,,CH3C(O)OH,"Benzene, 1-ethenyl-4-iodo-",,603,1
465,332,http://kinetics.nist.gov/kinetics/Detail;jsessionid=21E5F899F5FA54E90C0AFA4E2D3F9563?id=2011ROB/LIN666-686:8,1,3.15,17,-454300,"1,4-Cyclopentadien-1-ol",,,"2,4-cyclopentadienoxy",H(.),,500,1
467,333,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C48E1A1B50D55EEEA3FC69E369D0FAA?id=2011ROB/LIN666-686:7,1,3.01,17,-304700,"1,4-Cyclopentadien-1-ol",,,hydroxycyclopentadienyl radical,H(.),,500,1
469,335,http://kinetics.nist.gov/kinetics/Detail;jsessionid=35F8AA3577363BC6967862ACDDD8FE11?id=1989HOP/WAC377-382:1,1,1.17,12,-150492,"Cyclopropane, 3-ethenyl-1,1,2,2-tetramethyl-",,,CH2=C=CHC(CH3)2C(CH3)=CH2,,,483,1
470,336,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2018ECB89B423FADDAE5372E90F78F7?id=1986HYN/WIN4148:5,1,3.5,6,,CD3S(OH)CD3,,,(CD3)2S,(.)OH,,"261
 
K",1
471,336,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2018ECB89B423FADDAE5372E90F78F7?id=1995HYN/STO16967-16975:4,1,9.51,5,,CD3S(OH)CD3,,,(CD3)2S,(.)OH,,"298
 
K",1
473,338,http://kinetics.nist.gov/kinetics/Detail;jsessionid=69BD07CEB115D8F52891F10734E3877C?id=1992HEI/WAR8403-8409:9,2,5.99,-14,,(CH3)2CHCH(CH3)CH2OO(.),(CH3)2CHCH(CH3)CH2OO(.),,"Butanal, 2,3-dimethyl-",O2,"1-Butanol, 2,3-dimethyl-","297
 
K",2
474,338,http://kinetics.nist.gov/kinetics/Detail;jsessionid=69BD07CEB115D8F52891F10734E3877C?id=1992HEI/WAR8403-8409:10,2,5.6,-1,,(CH3)2CHCH(CH3)CH2OO(.),(CH3)2CHCH(CH3)CH2OO(.),,"Butanal, 2,3-dimethyl-",O2,"1-Butanol, 2,3-dimethyl-","297
 
K",2
475,339,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4C8FDEA3D7DEB102646DDBBEED13A861?id=1992HEI/WAR8403-8409:8,2,4,-14,,(CH3)2CHCH(CH3)CH2OO(.),(CH3)2CHCH(CH3)CH2OO(.),,(CH3)2CHCH(CH3)CH2O(.),(CH3)2CHCH(CH3)CH2O(.),O2,"297
 
K",2
476,340,http://kinetics.nist.gov/kinetics/Detail;jsessionid=04FAF0477D47A2E43690836CC98BA260?id=2011VIL/HUY13425-13442:70,1,1.87,10,-63597,(CH3)2CHCH(CH3)CH2OO(.),,,(CH3)2C(.)CH(CH3)CH2OOH,,,300,1
477,341,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8643910E6A329F7936FCE33D9301877A?id=1989BET/CLA1292-1299:2,1,1,11,-178761,"Silacyclopent-3-ene, 1,3,4-trimethyl-1-(2-propenyl)-",,,CH3CH=CH2,"Silacyclopenta-2,4-diene, 1,3,4-trimethyl-",,725,1
478,342,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7250D82114E3028AA6D51EB2773FE1D5?id=1999CAO/QIA322-326:1,1,3.77,-5,,SSF2,,,FSSF,,,"296
 
K",1
479,342,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7250D82114E3028AA6D51EB2773FE1D5?id=1999CAO/QIA322-326:2,1,8.55,-5,,SSF2,,,FSSF,,,"323
 
K",1
480,342,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7250D82114E3028AA6D51EB2773FE1D5?id=1999CAO/QIA322-326:3,1,6.77,-1,-24110,SSF2,,,FSSF,,,296,1
482,344,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E2E7A1D4BCE6195EBE4BCA5FEBB12CA8?id=1989BAR/BAS499-517:12,2,5.83,1,-16463,BrCH=CH,,,C2H2,Br(.),,293,2
486,348,http://kinetics.nist.gov/kinetics/Detail;jsessionid=03C245A0602D00E9ADA36C7A0A9D7339?id=2008FIK/MAK6330-6337:1,2,3.89,-13,-193977,CH3Ga,,,(.)CH3,Ga,,1210,2
487,349,http://kinetics.nist.gov/kinetics/Detail;jsessionid=33AD27534003E8061D840039BAAB1B70?id=1995CHU/MAR657-661:2,1,8.91,12,-175435,CH2=CHCH2CH2OSO2CH3,,,HOSO2CH3,"1,3-Butadiene",,563,1
488,350,http://kinetics.nist.gov/kinetics/Detail;jsessionid=3CC9F19E5ABF07E466370AE30E371A16?id=1991MCC/SIM9853-9859:5,2,5,-14,,PbI3,,,PbI2,I,,603,2
490,352,http://kinetics.nist.gov/kinetics/Detail;jsessionid=81B88E848DD74615FA7B94038F87CC34?id=1978BAY45:2,2,5.81,-11,,(Z)-CH3CH=CHCH2(.),(Z)-CH3CH=CHCH2(.),,"(Z,Z)-(CH3CH=CHCH2)2",,,"295
 
K",2
492,354,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A121C5165FE4FE06417F2776496D1AEA?id=2005ROT/DOM616-624:2,1,2.19,12,-153600,t-C4H9C(N(O)=NOCH3,,,Isobutene,CO,NH3,493,1
494,356,http://kinetics.nist.gov/kinetics/Detail;jsessionid=299E275A9E2D552DF79DE33347BAA63B?id=1991CHU/ALV399-403:1,1,3.31,11,-167121,CH3SO3CH2CH2OCH2CH3,,,HOSO2CH3,CH2=CHOC2H5,,573,1
495,357,http://kinetics.nist.gov/kinetics/Detail;jsessionid=ADEB23A5895675FDB4A1854B0F9D9F89?id=1966BAL2953-2955:1,1,1.2,1,,Cyclopentene 4-d,,,H2,"1,3-Cyclopentadiene-5-d",,"323
 
K",1
503,364,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E3FDEC65F64AF32FF12C368E1331CC4?id=2005ZHA/ZHA317-321:1,1,2.05,16,-154799,"Azetidine, 1,3,3-trinitro-",,,cyc-N(.)CH2C(NO2)2CH2,NO2,,250,1
504,365,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E78FA9B5BFFEA1E3A9954B7817D046FA?id=2005ZHA/ZHA317-321:2,1,2.57,16,-160004,"Azetidine, 1,3,3-trinitro-",,,cyc-C(.)(NO2)CH2N(NO2)CH2,NO2,,250,1
505,366,http://kinetics.nist.gov/kinetics/Detail;jsessionid=20FA0DB39315605EAF71E66E68F64583?id=2005ZHA/ZHA317-321:3,1,1.85,13,-187026,"Azetidine, 1,3,3-trinitro-",,,cyc-CH2N=CHC(NO2)2,HNO2,,250,1
506,367,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A2DB5A276722FB9D50E92E56F16D4398?id=2005ZHA/ZHA317-321:4,1,2.73,13,-179351,"Azetidine, 1,3,3-trinitro-",,,cyc-CH2N(NO2)CH=C(NO2),HNO2,,250,1
507,368,http://kinetics.nist.gov/kinetics/Detail;jsessionid=442568E33BF68A383DB8E9B50960492D?id=2005ZHA/ZHA317-321:5,1,2.15,13,-179160,"Azetidine, 1,3,3-trinitro-",,,(.)CH2N(NO2)CH2C(.)(NO2)2,,,250,1
509,370,http://kinetics.nist.gov/kinetics/Detail;jsessionid=0F0BE504DE148F8EECCFEA41E59DD0A4?id=1995ZAC/TSA5308-5318:31,1,2.15,17,-89796,(.)Si(O)H,,,SiO,H(.),,1000,1
510,371,http://kinetics.nist.gov/kinetics/Detail;jsessionid=CAB73C4EDCD96BFA3D59671F06521F0A?id=1988PER/PHA217:1,1,3,-1,,"1H-Pyrazole, 1-(2-chloroethyl)-",,,CH2=CHCl,Pyrazole,,873,1
511,372,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB956758827BB26682C8CF774CE41C4E?id=1988WAL75:5,1,1.58,16,-220334,(CH3)3SiSiH3,,,(CH3)3SiH,SiH2,,530,1
512,372,http://kinetics.nist.gov/kinetics/Detail;jsessionid=FB956758827BB26682C8CF774CE41C4E?id=1977PAQ/RIN1793:4,1,3.02,14,-201210,(CH3)3SiSiH3,,,(CH3)3SiH,SiH2,,530,1
513,373,http://kinetics.nist.gov/kinetics/Detail;jsessionid=03039247CF5C9A425365302564EC56D3?id=1992KAK/WAL363-377:6,1,6.59,12,-81898,CHF2CH:,,,CH2=CF2,,,200,1
514,374,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5AB7B6B7B5EDF9F225F25E6E3577F792?id=1984GRE/MAN1573:2,1,3.31,12,-133032,(CH3)2C(NO2)N(O)NF,,,CH3C(NO2)=CH2,HF,N2O,405,1
515,375,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A90B5BDCBDA9F643AC757B8827EBC1CF?id=2004SAE/REY426-444:130,1,,,-100000,(CH3)3CCH2CH2(.),,,C2H4,tert-C4H9,,"298
 
K",1
516,376,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B9D245F588DD450964C0E82719F60416?id=2015WAN/VIL7205-7221:52,1,9.21,9,-69036,(CH3)3CCH2CH2(.),,,"2,2-methylbutan-1-yl",,,500,1
517,377,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A26CF2BF17BDCB13D28B46A36FD05616?id=2001SOM/ZEL2352-2364:4,2,4.42,-8,-26390,CF3OCF2(.),,,COF2,(.)CF3,,200,2
518,377,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A26CF2BF17BDCB13D28B46A36FD05616?id=2001SOM/ZEL2352-2364:1,1,2.43,13,-34730,CF3OCF2(.),,,COF2,(.)CF3,,200,1
519,377,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A26CF2BF17BDCB13D28B46A36FD05616?id=2001SOM/ZEL2352-2364:2,1,9.8,11,-30032,CF3OCF2(.),,,COF2,(.)CF3,,200,1
520,377,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A26CF2BF17BDCB13D28B46A36FD05616?id=2001SOM/ZEL2352-2364:3,1,2.39,11,-28419,CF3OCF2(.),,,COF2,(.)CF3,,200,1
521,378,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B4A35F9F72DF4B4A9698F2B8E2E20689?id=1984DAV/SCA249:24,1,2,12,-119728,(CH3)3SiSiH=CH2,,,(CH3)3SiCH2Si(H):,,,760,1
522,379,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B54657EB0FC800BFADC923F593269BD6?id=1984DAV/SCA249:23,1,3.16,13,-169615,(CH3)3SiSiH=CH2,,,(CH3)3SiSi(CH3),,,760,1
523,380,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AC09E9500C51F974C9FCAF766C3BED1C?id=1984DAV/SCA249:22,1,3.98,12,-144672,(CH3)3SiCH2Si(H):,,,"Disilacyclopropane,1,1,2-trimethyl-",,,760,1
524,381,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BB93C5BF5E39833B86B6327A6A9679EA?id=1984DAV/SCA249:21,1,3.16,13,-136357,(CH3)3SiCH2Si(H):,,,"1,3-Disilacylobutane,1,1-dimethyl-",,,760,1
525,382,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A9434C8F370D7423ECB74C58FAF7BC7E?id=1984DAV/SCA249:20,1,3.98,12,-94785,(CH3)2SiHCH2Si(CH3):,,,"Disilacyclopropane,1,1,2-trimethyl-",,,760,1
526,383,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B6E2696A3240A73E89EF9DFF210ED09A?id=1984DAV/SCA249:19,1,3.16,13,-136357,(CH3)2SiHCH2Si(CH3):,,,"1,3-Disilacyclobutane,1,3-dimethyl-",,,760,1
527,384,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1997ATK/BAU521-1011:457,1,3,13,-43651,CFCl2O,,,COClF,(.)Cl,,220,1
528,384,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1992ATK/BAU1125-1568:444,1,3,13,-43651,CFCl2O,,,COClF,(.)Cl,,220,1
529,384,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1989ATK/BAU881-1097:355,1,3,4,,CFCl2O,,,COClF,(.)Cl,,"253
 
K",1
530,384,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1992WU/CAR1743-1748:2,1,2.47,5,-1796,CFCl2O,,,COClF,(.)Cl,,238,1
531,384,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1987LES/DOG1:1,1,3,4,,CFCl2O,,,COClF,(.)Cl,,"253
 
K",1
532,384,http://kinetics.nist.gov/kinetics/Detail;jsessionid=740C975135B9E16343D688DBBEA26B2A?id=1987LES/DOG1:2,1,3,15,,CFCl2O,,,COClF,(.)Cl,,"253
 
K",1
533,385,http://kinetics.nist.gov/kinetics/Detail;jsessionid=E301419D5BCA6364FE7B07CAAEADF512?id=1991CHE/BYK143-146:4,1,1.31,-2,,"Cyclopent-3-ene, 1,1-dichloro-3,4-dimethyl-1-sila-",,,CH3CH=CHCH=CHCH3,SiCl2,,"823
 
K",1
534,386,http://kinetics.nist.gov/kinetics/Detail;jsessionid=679DE5A41C78C7E519EB344C2378D61A?id=2009MOR/TOS367-377:6,1,5.01,13,-178900,C2H5OCH=CHN(C2H5)2,,,C2H4,(C2H5)2(CH3)N,CO,613,1
535,387,http://kinetics.nist.gov/kinetics/Detail;jsessionid=A95E5EACAD76C5864D5CC2B075488922?id=1994ALA/ALO951-954:3,1,5.01,12,-193727,"Acetamide, N-acetyl-N-(4-nitrophenyl)-",,,"Acetamide, N-(4-nitrophenyl)-",H2C=C=O,,673,1
536,388,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7B105E70A4281877AB8D34D54BBF58AD?id=2011ZHA/DIB655-663:17,1,4.15,12,-128176,CH2=CH(CH2)3CH2OO(.),,,CH2=CHCH2CH=CH2,HO2,,300,1
537,389,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C27CAF244B8832A3B1A9F18660A62833?id=2011ZHA/DIB655-663:7,1,1.02,10,-50760,CH2=CHCH2CH2CH2OO(.),,,CH2=CHC(.)HCH2CH2OOH,,,300,1
539,391,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2804B82A2FF5B16B2581AAE6580143A9?id=1996LAY/BOZ6543-6554:8,1,8.49,13,-81149,"2,4-Cyclohexadienylperoxy, 6-hydroxy-",,,Phenol,HO2,,200,1
540,392,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2BDE8BC21C225299964FFD81D9E88FC?id=1996LAY/BOZ6543-6554:7,2,2.08,-10,-78655,"2,4-Cyclohexadienylperoxy, 6-hydroxy-",,,Adduct,,,200,2
542,394,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1C6C4F4E88771DC2652363825D19DE7C?id=1998GOL/SMI8598-8606:3,2,1.03,-29,-157800,DOC(O)(.),,,CO,OD,,253,2
543,394,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1C6C4F4E88771DC2652363825D19DE7C?id=1998GOL/SMI8598-8606:4,1,1.81,1,-153751,DOC(O)(.),,,CO,OD,,253,1
544,395,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1616CB93887F5BDD1DB7C25E9B9CA1CE?id=1998GOL/SMI8598-8606:7,2,1.4,-29,-157942,DOC(O)(.),,,CO2,D,,253,2
545,395,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1616CB93887F5BDD1DB7C25E9B9CA1CE?id=1998GOL/SMI8598-8606:8,1,1.14,2,-151972,DOC(O)(.),,,CO2,D,,253,1
546,396,http://kinetics.nist.gov/kinetics/Detail;jsessionid=82792B6555F716D796CA7AE416D1272E?id=1986SEN/FAJ152:3,1,2.1,12,-103931,CD3C(O)OONO2,,,CO2,CD3ONO2,,298,1
547,397,http://kinetics.nist.gov/kinetics/Detail;jsessionid=62133F604A122D935E54C24F18066290?id=1966BRA/FRE1546-1552:3,1,1.26,14,-156312,"Cyclobutene, 1,2,3,4-tetramethyl-",,,"(E),(Z)-(CH3CH=C(CH3))2",,,430,1
