RecordID,RID,RecordType,Squib,PaperDetails,Temperature,FrequencyFactor,TemperatureRatioExponent,ActivationEnergy,RateConstant,ReactionOrder
14274,6302,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=40462886968AA21E8C8858816E90B558?id=2006SEN/KLI5772-5781:1,"Pathways and rate coefficients for the decomposition of vinoxy and acetyl radicals, Senosiain, J.P.; Klippenstein, S.J.; Miller, J.A. J. Phys. Chem. A 110, 5772 (2006)",200 - 2500,6.08E+14,-0.15,191000.0,2.16E-19,1.0
14337,6331,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=2526A972E0E8757DC18C6F10BD5841B9?id=2003DES/KLI4415-4427:6,"Measurements, Theory, and Modeling of OH Formation in Ethyl + O<sub>2</sub> and Propyl + O<sub>2</sub> Reactions, DeSain, J.D.; Klippenstein, S.J.; Miller, J.A.; Taatjes, C.A. J. Phys. Chem. A 107, 4415 (2003)",296 - 700,9.38E+16,-7.86,153000.0,1.3E-10,1.0
14358,6346,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F39B6569E92DA1A7B0A9DE10B2AF7581?id=2006CUR250-275:27,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,2.33E+13,1.19,127000.0,1.52E-09,1.0
14511,6437,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=20F5CEED0973A90B91E102E61422BD51?id=2004PEI/LI6738-6742:3,"Ab initio and kinetic calculations for the reactions of Cl with SiH<sub>n</sub>Cl<sub>4</sub><sub>n</sub> (n=1,2,3,4), Pei, K.; Li, H.Y. J. Chem. Phys. 121, 6738 (2004)",200 - 2000,7.83E-11,2.11,2666.0,2.67E-11,2.0
14512,6438,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6825A553EED9A5A9C034E01D72A0B15A?id=2003ZHA/WAN145-151:1,"A theoretical investigation on the mechanism and kinetics for the reaction of SiH<sub>2</sub>Cl<sub>2</sub> with atomic O (<sup>3</sup>P), Zhang, Q.Z.; Wang, S.K.; Gu, Y.S. Chem. Phys. Lett. 369, 145 (2003)",200 - 3000,3.76E-13,2.48,3105.0,1.07E-13,2.0
14520,6444,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8DA8370E954DB6DAA6B844911C62BD03?id=2002ZHA/WAN3796-3803:2,"Direct ab Initio Dynamics Studies of the Reactions of H with SiH<sub>4</sub><sub>_</sub>nCl<sub>n</sub> (n=1-3), Zhang, Q.; Wang, S.; Gu, Y. J. Phys. Chem. A 106, 3796 (2002)",200 - 3000,5.86E-11,2.62,3766.0,1.28E-11,2.0
14608,6486,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BDD27FA82192887BE879FAAD3E504066?id=2006CUR250-275:49,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,3.32E+15,-1.7,71700.0,892,1.0
14625,6487,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=87BEAB53E91B355CCF8D8238991375C3?id=2006CUR250-275:48,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,5.62E+13,-0.48,84000.0,0.11,1.0
14747,6559,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=85891BF770571433C0E9545C7D64FE7A?id=2004WU/LIU1336-1344:2,"Theoretical study of the reactions of CF<sub>3</sub>OCHF<sub>2</sub> with the hydroxyl radical and the chlorine atom, Wu, J.Y.; Liu, J.Y.; Li, Z.S.; Sun, C.C. ChemPhysChem 5, 1336 (2004)",200 - 2000,6.07E-32,-3.43,13100.0,3.03E-34,2.0
14790,6596,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BA7CDE45356D9FF8AFC6EF22842495C6?id=2013BRU/TWA1489-1505:2,"Theoretical study of the kinetics of reactions of the monohalogenated methanes with atomic chlorine, Brudnik, K.; Twarda, M.; Sarzynski, D.; Jodkowski, J. T. J. Mol. Model. 19, 1489 (2013)",200 - 3000,2.84E-13,2.02,10400.0,4.21E-15,2.0
14818,6611,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=70999969F21061E43091942339346C9E?id=2006CUR250-275:26,"Rate constant estimation for C-1 to C-4 alkyl and alkoxyl radical decomposition, Curran, H.J. Int. J. Chem. Kinet. 38, 250 (2006)",298 - 2000,7.62E+14,-1.11,138000.0,5.22E-10,1.0
14884,6635,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=D5E1BA6B0EF4F605D46ECCA78A102EA3?id=2011RAM/DA 8248-8254:3,"Thermal Rate Constant Calculation of the NF plus F Reactive System Multiple Arrangements, Ramalho, S.S.; da Cunha, W.F.; Barreto, P.RP.; Neto, P.HO.; Roncaratti, L.F.; Silva, G.ME.; Gargano, R. J. Phys. Chem. A 115, 8248 (2011)",200 - 4000,3.25E+16,0.56,455000.0,4.9E-64,1.0
14980,6706,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=41763C9E82DB4F11F7DC425A0C225261?id=2010TRA/KLI8240-8261:5,"Experimental and Theoretical Investigation of the Self-Reaction of Phenyl Radicals, Tranter, R.S.; Klippenstein, S.J.; Harding, L.B.; Giri, B.R.; Yang, X.L.; Kiefer, J.H. J. Phys. Chem. A 114, 8240 (2010)",200 - 2500,4.86E-10,0.34,-662.0,6.35E-10,2.0
14993,6713,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=1280C5A5051E3E5895FDC6AF3890E5F2?id=2011DIN/ZHA2314-2324:10,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,4.20E+57,-11.6,339000.0,0.02,1.0
15013,6731,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=30779C149674AEBDB68D6E61EFBA322E?id=1998SEE3561-3567:5,"Kinetics of the R+Cl<sub>2</sub>, (R = CH<sub>2</sub>Cl, CHBrCl, CCl<sub>3</sub> and CH3CCl<sub>2</sub>) reactions. An ab initio study of the transition states, Seetula, J.A. J. Chem. Soc. Farad. Trans. 94, 3561 (1998)",295 - 873,1.99E-14,2.5,-300.0,2.25E-14,2.0
15016,6731,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=30779C149674AEBDB68D6E61EFBA322E?id=2013BRU/TWA4181-4193:6,"Theoretical study of the kinetics of chlorine atom abstraction from chloromethanes by atomic chlorine, Brudnik, K.; Twarda, M.; Sarzynski, D.; Jodkowski, J. T. J. Mol. Model. 19, 4181 (2013)",200 - 3000,6.74E-14,1.6,3076.0,1.95E-14,2.0
15027,6736,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=854D42BA2847F0A7D0297D80956E853F?id=2001BRY/SLA3107-3122:10,"Kinetics of Reactions of H Atoms with Methane and Chlorinated Methanes, Bryukov, M.G.; Slagle, I.R.; Knyazev, V.D. J. Phys. Chem. A 105, 3107 (2001)",298 - 3000,1.03E-15,3.2,135000.0,2.02E-39,2.0
15099,6778,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B0AC47E576EE88A8515B9D19E853618?id=1988SKO/SLE30-37:11,"Recombination of CF<sub>3</sub>, C<sub>2</sub>F<sub>5</sub> and C<sub>3</sub>F<sub>7</sub> in helium and argon, Skorobogatov, G.A.; Slesar, O.N.; Torbin, N.D. Vestn. Leningr. Univ. Ser. 4: Fiz. Khim. 1, 30 (1988)",296 - 456,2.91E-11,-0.5,1247.0,1.76E-11,2.0
15102,6778,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B0AC47E576EE88A8515B9D19E853618?id=1976SKO/SEL1292-1295:6,"Method of overlapping relaxations measurement of the absolute rate constants of competing reactions of A C<sub>n</sub>F<sub>2</sub><sub>n</sub><sub>+</sub><sub>1</sub> radical and I(<sup>2</sup>P<sub>1</sub><sub>/</sub><sub>2</sub>), I(<sup>2</sup>P<sub>3</sub><sub>/</sub><sub>2</sub>) atoms in the gas phase, Skorobogatov, G.A.; Seleznev, V.G.; Slesar, O.N. Dokl. Phys. Chem. (Engl. Transl.) 231, 1292 (1976)",297 - 457,9.37E-11,-1.55,4698.0,1.41E-11,2.0
15113,6785,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F05BB30D3925066C44E9E6F8CA34E096?id=1988SKO/SLE30-37:9,"Recombination of CF<sub>3</sub>, C<sub>2</sub>F<sub>5</sub> and C<sub>3</sub>F<sub>7</sub> in helium and argon, Skorobogatov, G.A.; Slesar, O.N.; Torbin, N.D. Vestn. Leningr. Univ. Ser. 4: Fiz. Khim. 1, 30 (1988)",296 - 456,4.20E-11,-2,4157.0,7.85E-12,2.0
15114,6785,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F05BB30D3925066C44E9E6F8CA34E096?id=1988SKO/SLE30-37:10,"Recombination of CF<sub>3</sub>, C<sub>2</sub>F<sub>5</sub> and C<sub>3</sub>F<sub>7</sub> in helium and argon, Skorobogatov, G.A.; Slesar, O.N.; Torbin, N.D. Vestn. Leningr. Univ. Ser. 4: Fiz. Khim. 1, 30 (1988)",296 - 456,1.20E-11,-2,1497.0,6.56E-12,2.0
15115,6785,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F05BB30D3925066C44E9E6F8CA34E096?id=1976SKO/SEL1292-1295:5,"Method of overlapping relaxations measurement of the absolute rate constants of competing reactions of A C<sub>n</sub>F<sub>2</sub><sub>n</sub><sub>+</sub><sub>1</sub> radical and I(<sup>2</sup>P<sub>1</sub><sub>/</sub><sub>2</sub>), I(<sup>2</sup>P<sub>3</sub><sub>/</sub><sub>2</sub>) atoms in the gas phase, Skorobogatov, G.A.; Seleznev, V.G.; Slesar, O.N. Dokl. Phys. Chem. (Engl. Transl.) 231, 1292 (1976)",297 - 457,1.27E-11,-1.06,1904.0,5.9E-12,2.0
15133,6792,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=9C4464A8DD1327533BEF22498188742E?id=2011DIN/ZHA2314-2324:9,"Thermal rate constants of the pyrolysis of n-Heptane, Ding, J.X.; Zhang, L.; Han, K.L. Combust. Flame 158, 2314 (2011)",200 - 3000,1.20E+95,-21.7,518000.0,22300,1.0
15188,6825,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B7CA78A83C523DDC55B6CED1E7B198F5?id=2014ORK/MAR5263-5271:1,"Photochemical Properties of trans-1-Chloro-3,3,3-trifluoropropene (trans-CHCl=CHCF3): OH Reaction Rate Constant, UV and IR Absorption Spectra, Global Warming Potential, and Ozone Depletion Potential, Orkin, V. L.; Martynova, L. E.; Kurylo, M. J. J. Phys. Chem. A 118, 5263 (2014)",220 - 370,1.02E-13,2.29,-2893.0,3.3E-13,2.0
15204,6829,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DA01F88E086280B43522D4288211597C?id=2014GIE/BAA11015-11025:2,"OH plus (E)- and (Z)-1-Chloro-3,3,3-trifluoropropene-1 (CF3CH equivalent to CHCI) Reaction Rate Coefficients: Stereoisomer-Dependent Reactivity, Gierczak, T.; Baasandorj, M.; Burkholder, J. B. J. Phys. Chem. A 118, 11015 (2014)",218 - 373,6.41E-14,2,-6652.0,9.39E-13,2.0
15267,6865,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=315442E59035C7E5AF30BC937BD333B4?id=2009ZHO/MEB10667-10677:14,"An ab Initio/Rice-Ramsperger-Kassel-Marcus Study of the Reactions of Propenols with OH. Mechanism and Kinetics of H Abstraction Channels, Zhou, C.W.; Mebel, A.M.; Li, X.Y. J. Phys. Chem. A 113, 10667 (2009)",200 - 700,8.63E-11,-7.33,3725.0,1.92E-11,2.0
15273,6870,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B66C840A8D24AE3C84D60DE14DB102F5?id=2009ZHO/MEB10667-10677:12,"An ab Initio/Rice-Ramsperger-Kassel-Marcus Study of the Reactions of Propenols with OH. Mechanism and Kinetics of H Abstraction Channels, Zhou, C.W.; Mebel, A.M.; Li, X.Y. J. Phys. Chem. A 113, 10667 (2009)",200 - 700,1.01E-10,-4.18,-407.0,1.2E-10,2.0
15282,6875,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=85BBCBD364C8342000BF7AF5A45E3170?id=2009YAN/LIU565-580:4,"Theoretical Studies of the Reactions of CF<sub>3</sub>CHClOCHF<sub>2</sub>/CF<sub>3</sub>CHFOCHF<sub>2</sub> with OH Radical and Cl Atom And Their Product Radicals with OH, Yang, L.; Liu, J.Y.; Wan, S.Q.; Li, Z.S. J. Comput. Chem. 30, 565 (2009)",200 - 2000,6.44E-15,5.45,615.0,5.02E-15,2.0
15381,6935,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=002A4825B9BDD90C47B534A53CD015E7?id=2010GAL/ALV7525-7536:3,"Mechanism and Branching Ratios of Hydroxy Ethers + (OH)-O-* Gas phase Reactions: Relevance of H Bond Interactions, Galano, A.; Alvarez-Idaboy, J.R.; Francisco-Marquez, M. J. Phys. Chem. A 114, 7525 (2010)",250 - 440,1.20E-13,2.98,-6904.0,1.95E-12,2.0
15404,6946,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F722A48322519FD0ABF591F4AD5DCB0D?id=2009ZHO/MEB10667-10677:16,"An ab Initio/Rice-Ramsperger-Kassel-Marcus Study of the Reactions of Propenols with OH. Mechanism and Kinetics of H Abstraction Channels, Zhou, C.W.; Mebel, A.M.; Li, X.Y. J. Phys. Chem. A 113, 10667 (2009)",200 - 800,3.89E-03,-12.79,25800.0,0.000000119,2.0
15413,6951,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=499772B3A8F31DD37A97A19030A33061?id=2010ORK/MAR5967-5979:3,"High-Accuracy Measurements of OH Reaction Rate Constants and IR Absorption Spectra: CH<sub>2</sub>=CF-CF<sub>3</sub> and trans-CHF=CH-CF<sub>3</sub>, Orkin, V.L.; Martynova, L.E.; Ilichev, A.N. J. Phys. Chem. A 114, 5967 (2010)",220 - 370,1.12E-13,2.03,-4590.0,7.11E-13,2.0
15416,6953,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=C9D1CB92BA1D69182AA458C57FD4603B?id=1986DRO/TUL1949:6,"Hydrogen-atom abstraction from alkanes by OH. 3. Propane, Droege, A.T.; Tully, F.P. J. Phys. Chem. 90, 1949 (1986)",293 - 854,1.38E-12,1.91,2519.0,5E-13,2.0
15423,6957,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=63E5FD1B4661377A09094ED3E7FBDC51?id=2006CRU/GAL285-292:3,"Kinetics and mechanism of the beta-alanine plus OH gas phase reaction: A quantum mechanical approach, Cruz-Torres, A.; Galano, A.; Alvarez-Idaboy, J.R. Phys. Chem. Chem. Phys. 8, 285 (2006)",250 - 400,4.46E-14,3.09,-11400.0,4.49E-12,2.0
15426,6958,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=75740D799F5DA6DA1F5C8563B3D9250D?id=2014MIS/LIL2813-2822:1,"Theoretical investigation of atmospheric chemistry of volatile anaesthetic sevoflurane: reactions with the OH radicals and atmospheric fate of the alkoxy radical (CF3)2CHOCHFO: thermal decomposition vs. oxidation, Mishra, B. K.; Lily, M.; Chakrabartty, A. K.; Bhattacharjee, D.; Deka, R. C.; Chandra, A. K. New J. Chem. 38, 2813 (2014)",250 - 1000,2.22E-15,4.94,-6918.0,3.62E-14,2.0
15442,6964,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=B79EFBC7A858D8B3CCB47C3F3519F071?id=2009YAN/LIU565-580:1,"Theoretical Studies of the Reactions of CF<sub>3</sub>CHClOCHF<sub>2</sub>/CF<sub>3</sub>CHFOCHF<sub>2</sub> with OH Radical and Cl Atom And Their Product Radicals with OH, Yang, L.; Liu, J.Y.; Wan, S.Q.; Li, Z.S. J. Comput. Chem. 30, 565 (2009)",200 - 2000,1.97E-14,4.03,-216.0,2.15E-14,2.0
15460,6970,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=AFA2D07F1DF6905F5B05A61307F20D25?id=2004JIM/GIE1139-1149:1,"Reaction of OH with HO<sub>2</sub>NO<sub>2</sub> (peroxynitric acid): Rate coefficients between 218 and 335 K and product yields at 298 K, Jimenez, E.; Gierczak, T.; Stark, H.; Burkholder, J.B.; Ravishankara, A.R. J. Phys. Chem. A 108, 1139 (2004)",218 - 335,7.81E-14,2,-9395.0,3.47E-12,2.0
15516,6992,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=250B4E35D04053A1A543267C743CA1B9?id=2009GAO/LIU224301:1,"Theoretical and kinetic studies of the reactions of CF<sub>2</sub>HCFHCF<sub>2</sub>H and CF<sub>3</sub>CFHCFH<sub>2</sub> with hydroxyl radicals, Gao, H.; Liu, J.Y.; Sun, C.C. J. Chem. Phys. 130, 224301 (2009)",200 - 1000,9.41E-13,3.09,7112.0,5.33E-14,2.0
15521,6997,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8FC44575CDE4DBB71DC7A4A62F5CA149?id=2015SUN/ZHA25:4,"Theoretical study on the degradation mechanism of carbamate pesticides with OH radicals, Sun, S. M.; Zhang, K.; Zhang, H. Theor. Chem. Acc. 134, 25 (2015)",200 - 1000,8.32E-14,3.59,-9520.0,3.88E-12,2.0
15580,7034,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=334E59DA6BD105BB3B840FC51B39A7A5?id=1986TUL/GOL5932:4,"Hydrogen-atom abstraction from alkanes by OH. 4. Isobutane, Tully, F.P.; Goldsmith, J.E.M.; Droege, A.T. J. Phys. Chem. 90, 5932 (1986)",293 - 864,2.94E-13,2.63,-2927.0,9.58E-13,2.0
15626,7045,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4AC68FBCC68752FF41BE09DC34E14D7B?id=1986TSA/HAM1087:231,"Chemical kinetic data base for combustion chemistry. Part I. Methane and related compounds, Tsang, W.; Hampson, R.F. J. Phys. Chem. Ref. Data 15, 1087 (1986)",200 - 2500,4.33E-11,-0.5,249.0,3.92E-11,2.0
15628,7045,Review,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4AC68FBCC68752FF41BE09DC34E14D7B?id=1983COH/WES531:27,"Chemical kinetic data sheets for high-temperature chemical reactions, Cohen, N.; Westberg, K.R. J. Phys. Chem. Ref. Data 12, 531 (1983)",200 - 2500,4.33E-11,-0.5,249.0,3.92E-11,2.0
15631,7045,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4AC68FBCC68752FF41BE09DC34E14D7B?id=2006ROB/SMI6673-6679:1,"Temperature dependence of O+OH at 136-377 K using ozone photolysis, Robertson, R.; Smith, G.P. J. Phys. Chem. A 110, 6673 (2006)",136 - 377,1.81E-11,-0.32,-1472.0,3.28E-11,2.0
15657,7045,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=4AC68FBCC68752FF41BE09DC34E14D7B?id=1997MIL/GAR275-287:1,"Quantifying the non-RRKM effect in the H + O<sub>2</sub> = OH + O reaction, Miller, J.A.; Garrett, B.C. Int. J. Chem. Kinet. 29, 275 (1997)",250 - 5000,4.55E-12,0.4,-3093.0,1.59E-11,2.0
15676,7050,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDAC75A6E73D0866840BD1A3205B78D5?id=2011ZHU/LIN328-339:8,"Ab initio chemical kinetics for ClO reactions with HOx, ClOx and NOx (x=1, 2): A review, Zhu, R. S.; Lin, M. C. Comput. Theor. Chem. 965, 328 (2011)",200 - 1000,2.35E-29,-6.36,5280.0,2.79E-30,3.0
15678,7050,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDAC75A6E73D0866840BD1A3205B78D5?id=2011ZHU/LIN328-339:5,"Ab initio chemical kinetics for ClO reactions with HOx, ClOx and NOx (x=1, 2): A review, Zhu, R. S.; Lin, M. C. Comput. Theor. Chem. 965, 328 (2011)",200 - 500,6.06E-13,-6.61,4457.0,1E-13,2.0
15679,7050,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDAC75A6E73D0866840BD1A3205B78D5?id=2011ZHU/LIN328-339:4,"Ab initio chemical kinetics for ClO reactions with HOx, ClOx and NOx (x=1, 2): A review, Zhu, R. S.; Lin, M. C. Comput. Theor. Chem. 965, 328 (2011)",200 - 1000,6.57E-15,2.25,-17500.0,7.55E-12,2.0
15680,7050,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDAC75A6E73D0866840BD1A3205B78D5?id=2011ZHU/LIN328-339:7,"Ab initio chemical kinetics for ClO reactions with HOx, ClOx and NOx (x=1, 2): A review, Zhu, R. S.; Lin, M. C. Comput. Theor. Chem. 965, 328 (2011)",200 - 2500,1.60E-10,0.28,150.0,1.5E-10,2.0
15681,7050,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDAC75A6E73D0866840BD1A3205B78D5?id=2003XU/ZHU1040-1049:8,"Ab initio studies of ClO<sub>x</sub> reactions. 3. Kinetics and mechanism for the OH plus OClO reaction, Xu, Z.F.; Zhu, R.S.; Lin, M.C. J. Phys. Chem. A 107, 1040 (2003)",200 - 800,8.20E-10,-7.36,9828.0,1.55E-11,2.0
15683,7050,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDAC75A6E73D0866840BD1A3205B78D5?id=2003XU/ZHU1040-1049:5,"Ab initio studies of ClO<sub>x</sub> reactions. 3. Kinetics and mechanism for the OH plus OClO reaction, Xu, Z.F.; Zhu, R.S.; Lin, M.C. J. Phys. Chem. A 107, 1040 (2003)",200 - 500,6.06E-13,-6.61,4457.0,1E-13,2.0
15692,7051,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6B216A4D6245F02FD61B367826FDF143?id=2003XU/ZHU1040-1049:4,"Ab initio studies of ClO<sub>x</sub> reactions. 3. Kinetics and mechanism for the OH plus OClO reaction, Xu, Z.F.; Zhu, R.S.; Lin, M.C. J. Phys. Chem. A 107, 1040 (2003)",200 - 1000,7.24E-15,2.07,-17200.0,7.37E-12,2.0
15694,7052,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=22765D7A11A2B69419D2BAD497C1B128?id=2003XU/ZHU1040-1049:1,"Ab initio studies of ClO<sub>x</sub> reactions. 3. Kinetics and mechanism for the OH plus OClO reaction, Xu, Z.F.; Zhu, R.S.; Lin, M.C. J. Phys. Chem. A 107, 1040 (2003)",200 - 1000,7.77E-16,2.75,-14000.0,2.2E-13,2.0
15698,7053,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=6A68A6F6C424A3F57B6847537791E4AB?id=2003XU/ZHU1040-1049:7,"Ab initio studies of ClO<sub>x</sub> reactions. 3. Kinetics and mechanism for the OH plus OClO reaction, Xu, Z.F.; Zhu, R.S.; Lin, M.C. J. Phys. Chem. A 107, 1040 (2003)",200 - 1000,6.57E-15,2.25,-17500.0,7.55E-12,2.0
15721,7069,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=F69495759737E00C257ACD12A2CFB8C4?id=2005ATA/ALE204306:1,"Cross sections and thermal rate constants for the isotope exchange reaction: D + OH -> OD + H, Atahan, S.; Alexander, M.H.; Rackham, E.J.; J. Chem. Phys. 123, 204306 (2005)",50.00 - 500,1.16E-10,-0.32,126.0,1.1E-10,2.0
15723,7071,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=7A7070441BF787FAC3432771A258BFE4?id=2015SUN/ZHA25:2,"Theoretical study on the degradation mechanism of carbamate pesticides with OH radicals, Sun, S. M.; Zhang, K.; Zhang, H. Theor. Chem. Acc. 134, 25 (2015)",200 - 1000,2.70E-12,2.07,-1700.0,5.36E-12,2.0
15781,7093,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=5F201CEDE76FAEB8867CF85EC389A1FE?id=2002ZHU/XU7452-7460:1,"Ab Initio Studies of ClO<sub>x</sub> Reactions. I. Kinetics and Mechanism for the OH + ClO Reaction, Zhu, R.S.; Xu, Z.F.; Lin, M.C. J. Chem. Phys. 116, 7452 (2002)",200 - 500,1.86E-06,1.03,333.0,0.00000163,2.0
15793,7094,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=442DA3EE19D9E4E3138164D1738090A6?id=2011ZHU/LIN328-339:1,"Ab initio chemical kinetics for ClO reactions with HOx, ClOx and NOx (x=1, 2): A review, Zhu, R. S.; Lin, M. C. Comput. Theor. Chem. 965, 328 (2011)",200 - 500,1.49E-11,-1.03,333.0,1.3E-11,2.0
15818,7102,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=580B0C6C5BE7473A9DC4A118EFB9E623?id=2010CAN/XER9270-9288:7,"Theoretical Study of the Gas-Phase Reactions of Iodine Atoms with H<sub>2</sub>, H<sub>2</sub>O, HI, and OH, Canneaux, S.; Xerri, B.; Louis, F.; Cantrel, L. J. Phys. Chem. A 114, 9270 (2010)",250 - 2500,7.90E-12,1.69,125000.0,9.71E-34,2.0
15825,7103,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8554B382E88F3202F5C2A1CBE2B3CB2F?id=2004NGU/ZHA94-99:3,"Direct ab initio dynamics studies of the reactions of HNO with H and OH radicals, Nguyen, H.MT.; Zhang, S.W.; Peeters, J.; Truong, T.N.; Nguyen, M.T. Chem. Phys. Lett. 388, 94 (2004)",200 - 2500,4.72E-12,0.94,1987.0,2.12E-12,2.0
15826,7103,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8554B382E88F3202F5C2A1CBE2B3CB2F?id=2004NGU/ZHA94-99:4,"Direct ab initio dynamics studies of the reactions of HNO with H and OH radicals, Nguyen, H.MT.; Zhang, S.W.; Peeters, J.; Truong, T.N.; Nguyen, M.T. Chem. Phys. Lett. 388, 94 (2004)",200 - 2500,1.75E-12,1.19,1397.0,9.93E-13,2.0
15827,7103,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=8554B382E88F3202F5C2A1CBE2B3CB2F?id=1991SOT/PAG415-426:2,"Theoretical study of the reaction of OH with HNO, Soto, M.R.; Page, M.; McKee, M.L. Chem. Phys. 153, 415 (1991)",298 - 4000,9.86E-13,1.88,-3999.0,4.95E-12,2.0
15835,7110,Theory,http://kinetics.nist.gov/kinetics/Detail;jsessionid=72052A6F926AEFA228AFCDDE43553C5C?id=2004WAN/LIU558-564:1,"Direct ab initio dynamics studies on the hydrogen-abstraction reactions of OH radicals with HOX (X = F, Cl, and Br), Wang, L.; Liu, J.Y.; Li, Z.S.; Sun, C.C. J. Comput. Chem. 25, 558 (2004)",200 - 2000,4.37E-49,3.93,-4673.0,2.88E-48,2.0
15843,7113,Experiment,http://kinetics.nist.gov/kinetics/Detail;jsessionid=BAD9A487E5E53E41ECC4733B9C37E92D?id=1996TAL/GIE3037-3043:4,"Kinetics of hydroxyl radical reactions with isotopically labeled hydrogen, Talukdar, R.K.; Gierczak, T.; Goldfarb, L.; Rudich, Y.; Rao, B.S.M.; Ravishankara, A.R. J. Phys. Chem. 100, 3037 (1996)",248 - 418,2.64E-13,2.7,10500.0,3.85E-15,2.0
